reporting_period,registrant_cik,registrant_name,series_name,series_id,series_category_name,class_name,class_id,investment_advisor,class_ticker_symbol,sub_advisor
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY T-FUND,S000001476,Exempt Government,INSTITUTIONAL,C000003938,"BlackRock Advisors, LLC",TSTXX,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY T-FUND,S000001476,Exempt Government,DOLLAR,C000003939,"BlackRock Advisors, LLC",TFEXX,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY T-FUND,S000001476,Exempt Government,ADMINISTRATION,C000003940,"BlackRock Advisors, LLC",BTAXX,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY T-FUND,S000001476,Exempt Government,CASH MANAGEMENT,C000003941,"BlackRock Advisors, LLC",BPTXX,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY T-FUND,S000001476,Exempt Government,SELECT,C000060557,"BlackRock Advisors, LLC",,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY FEDERAL TRUST FUND,S000001477,Exempt Government,ADMINISTRATION,C000003942,"BlackRock Advisors, LLC",,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY FEDERAL TRUST FUND,S000001477,Exempt Government,CASH MANAGEMENT,C000003943,"BlackRock Advisors, LLC",,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY FEDERAL TRUST FUND,S000001477,Exempt Government,CASH RESERVE,C000003947,"BlackRock Advisors, LLC",,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY FEDERAL TRUST FUND,S000001477,Exempt Government,INSTITUTIONAL,C000003948,"BlackRock Advisors, LLC",TFFXX,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY FEDERAL TRUST FUND,S000001477,Exempt Government,DOLLAR,C000003949,"BlackRock Advisors, LLC",TSDXX,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY TREASURY TRUST FUND,S000001478,Exempt Government,CASH RESERVE,C000003953,"BlackRock Advisors, LLC",,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY TREASURY TRUST FUND,S000001478,Exempt Government,INSTITUTIONAL,C000003954,"BlackRock Advisors, LLC",TTTXX,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY TREASURY TRUST FUND,S000001478,Exempt Government,DOLLAR,C000003955,"BlackRock Advisors, LLC",TTDXX,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY TREASURY TRUST FUND,S000001478,Exempt Government,ADMINISTRATION,C000003956,"BlackRock Advisors, LLC",BITXX,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY TREASURY TRUST FUND,S000001478,Exempt Government,CASH MANAGEMENT,C000003957,"BlackRock Advisors, LLC",BTCXX,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY TREASURY TRUST FUND,S000001478,Exempt Government,SELECT,C000060559,"BlackRock Advisors, LLC",,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY MUNIFUND,S000001479,Other Tax Exempt,INSTITUTIONAL,C000003960,"BlackRock Advisors, LLC",MFTXX,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY MUNIFUND,S000001479,Other Tax Exempt,PRIVATE CLIENT,C000003961,"BlackRock Advisors, LLC",BMPXX,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY MUNIFUND,S000001479,Other Tax Exempt,DOLLAR,C000003962,"BlackRock Advisors, LLC",MFDXX,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY MUNIFUND,S000001479,Other Tax Exempt,ADMINISTRATION,C000003963,"BlackRock Advisors, LLC",BIAXX,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY MUNIFUND,S000001479,Other Tax Exempt,CASH MANAGEMENT,C000003964,"BlackRock Advisors, LLC",BCMXX,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY MUNIFUND,S000001479,Other Tax Exempt,SELECT,C000003966,"BlackRock Advisors, LLC",BMBXX,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY MUNICASH,S000001480,Other Tax Exempt,INSTITUTIONAL,C000003974,"BlackRock Advisors, LLC",MCSXX,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY MUNICASH,S000001480,Other Tax Exempt,DOLLAR,C000003975,"BlackRock Advisors, LLC",MCDXX,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY CALIFORNIA MONEY FUND,S000001481,Single State,INSTITUTIONAL,C000003982,"BlackRock Advisors, LLC",MUCXX,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY CALIFORNIA MONEY FUND,S000001481,Single State,PRIVATE CLIENT,C000003983,"BlackRock Advisors, LLC",BCAXX,
30-Sep-17,97098,BLACKROCK LIQUIDITY FUNDS,BLACKROCK LIQUIDITY CALIFORNIA MONEY FUND,S000001481,Single State,SELECT,C000003987,"BlackRock Advisors, LLC",BCBXX,
30-Sep-17,844779,BLACKROCK FUNDS,BLACKROCK MONEY MARKET PORTFOLIO,S000001503,Prime,INSTITUTIONAL,C000004025,"BlackRock Advisors, LLC",PNIXX,
30-Sep-17,844779,BLACKROCK FUNDS,BLACKROCK MONEY MARKET PORTFOLIO,S000001503,Prime,SERVICE,C000004026,"BlackRock Advisors, LLC",PNPXX,
30-Sep-17,844779,BLACKROCK FUNDS,BLACKROCK MONEY MARKET PORTFOLIO,S000001503,Prime,INVESTOR A,C000004027,"BlackRock Advisors, LLC",PINXX,
30-Sep-17,844779,BLACKROCK FUNDS,BLACKROCK MONEY MARKET PORTFOLIO,S000001503,Prime,INVESTOR B,C000004028,"BlackRock Advisors, LLC",CIBXX,
30-Sep-17,844779,BLACKROCK FUNDS,BLACKROCK MONEY MARKET PORTFOLIO,S000001503,Prime,INVESTOR C,C000004029,"BlackRock Advisors, LLC",BMCXX,
30-Sep-17,766351,"Advantus Series Fund, Inc.",SFT Advantus Government Money Market Fund,S000001671,Exempt Government,SFT Advantus Government Money Market Fund,C000004536,"Advantus Capital Management, Inc.",,
30-Sep-17,1121257,JNL INVESTORS SERIES TRUST,JNL GOVERNMENT MONEY MARKET FUND,S000001684,Exempt Government,JNL GOVERNMENT MONEY MARKET FUND (Institutional),C000004572,"Jackson National Asset Management, LLC",,"Wellington Management Company, LLP"
30-Sep-17,933691,JNL SERIES TRUST,JNL/WMC GOVERNMENT MONEY MARKET FUND,S000001747,Exempt Government,JNL/WMC GOVERNMENT MONEY MARKET FUND (A),C000004654,"Jackson National Asset Management, LLC",,"Wellington Management Company, LLP"
30-Sep-17,933691,JNL SERIES TRUST,JNL/WMC GOVERNMENT MONEY MARKET FUND,S000001747,Exempt Government,JNL/WMC GOVERNMENT MONEY MARKET FUND (I),C000067985,"Jackson National Asset Management, LLC",,"Wellington Management Company, LLP"
30-Sep-17,1272950,RBC FUNDS TRUST,U.S. Government Money Market Fund,S000001806,Exempt Government,RBC Institutional Class 1,C000004729,RBC Global Asset Management (U.S.) Inc.,TUGXX,
30-Sep-17,1272950,RBC FUNDS TRUST,U.S. Government Money Market Fund,S000001806,Exempt Government,RBC Institutional Class 2,C000071257,RBC Global Asset Management (U.S.) Inc.,TIMXX,
30-Sep-17,1272950,RBC FUNDS TRUST,U.S. Government Money Market Fund,S000001806,Exempt Government,RBC Select Class,C000071258,RBC Global Asset Management (U.S.) Inc.,TUSXX,
30-Sep-17,1272950,RBC FUNDS TRUST,U.S. Government Money Market Fund,S000001806,Exempt Government,RBC Reserve Class,C000071259,RBC Global Asset Management (U.S.) Inc.,TURXX,
30-Sep-17,1272950,RBC FUNDS TRUST,U.S. Government Money Market Fund,S000001806,Exempt Government,RBC Investor Class,C000071260,RBC Global Asset Management (U.S.) Inc.,TUIXX,
30-Sep-17,1096012,AMERICAN BEACON SELECT FUNDS,American Beacon U.S. Government Money Market Select Fund,S000001845,Government/Agency,U.S. Government Money Market Select Fund,C000004819,"American Beacon Advisors, Inc.",AAOXX,
30-Sep-17,813383,DREYFUS VARIABLE INVESTMENT FUND,Government Money Market Portfolio,S000001923,Exempt Government,Government Money Market Portfolio,C000005072,Dreyfus Corporation,,
30-Sep-17,814679,ADVANCED SERIES TRUST,AST GOVERNMENT MONEY MARKET PORTFOLIO,S000002007,Exempt Government,AST GOVERNMENT MONEY MARKET PORTFOLIO,C000005217,"AST INVESTMENT SERVICES, INC.",,"PGIM, Inc."
30-Sep-17,1119720,STATE FARM MUTUAL FUND TRUST,State Farm Money Market Fund,S000002053,Exempt Government,State Farm Money Market Fund - Premier shares,C000005401,State Farm Investment Management Corp.,SAAXX,
30-Sep-17,1119720,STATE FARM MUTUAL FUND TRUST,State Farm Money Market Fund,S000002053,Exempt Government,State Farm Money Market Fund - Legacy Class B shares,C000005402,State Farm Investment Management Corp.,SABXX,
30-Sep-17,1119720,STATE FARM MUTUAL FUND TRUST,State Farm Money Market Fund,S000002053,Exempt Government,State Farm Money Market Fund - Institutional shares,C000005403,State Farm Investment Management Corp.,SAIXX,
30-Sep-17,1119720,STATE FARM MUTUAL FUND TRUST,State Farm Money Market Fund,S000002053,Exempt Government,State Farm Money Market Fund - Class R1 shares,C000005404,State Farm Investment Management Corp.,SFIXX,
30-Sep-17,1119720,STATE FARM MUTUAL FUND TRUST,State Farm Money Market Fund,S000002053,Exempt Government,State Farm Money Market Fund - Class R2 shares,C000005405,State Farm Investment Management Corp.,SFWXX,
30-Sep-17,1119720,STATE FARM MUTUAL FUND TRUST,State Farm Money Market Fund,S000002053,Exempt Government,State Farm Money Market Fund - Class R3 shares,C000005406,State Farm Investment Management Corp.,SFEXX,
30-Sep-17,1119720,STATE FARM MUTUAL FUND TRUST,State Farm Money Market Fund,S000002053,Exempt Government,State Farm Money Market Fund - Class A,C000034514,State Farm Investment Management Corp.,MNAXX,
30-Sep-17,1119720,STATE FARM MUTUAL FUND TRUST,State Farm Money Market Fund,S000002053,Exempt Government,State Farm Money Market Fund - Class B,C000034515,State Farm Investment Management Corp.,MNBXX,
30-Sep-17,1034633,STATE FARM VARIABLE PRODUCT TRUST,State Farm Money Market Fund,S000002059,Exempt Government,State Farm Money Market Fund,C000005414,State Farm Investment Management Corp.,,
30-Sep-17,798086,T. ROWE PRICE CALIFORNIA TAX-FREE INCOME TRUST,California Tax-Free Money Fund,S000002127,Single State,California Tax-Free Money Fund,C000005518,"T. Rowe Price Associates, Inc.",PCTXX,
30-Sep-17,798086,T. ROWE PRICE CALIFORNIA TAX-FREE INCOME TRUST,California Tax-Free Money Fund,S000002127,Single State,California Tax-Free Money Fund-I Class,C000193188,"T. Rowe Price Associates, Inc.",TCBXX,
30-Sep-17,920467,"T. ROWE PRICE FIXED INCOME SERIES, INC.",T. Rowe Price Government Money Portfolio,S000002130,Exempt Government,T. Rowe Price Government Money Portfolio,C000005522,"T. Rowe Price Associates, Inc.",,
30-Sep-17,316968,"T. ROWE PRICE GOVERNMENT MONEY FUND, INC.","T. Rowe Price Government Money Fund, Inc.",S000002140,Exempt Government,"T. Rowe Price Government Money Fund, Inc.",C000005535,"T. Rowe Price Associates, Inc.",PRRXX,
